Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,BND,SPY,TSLA,BND,SPY,TSLA,BND,SPY,TSLA,BND,SPY,TSLA,BND,SPY,TSLA
Date,,,,,,,,,,,,,,,
2015-01-02,62.57310485839844,172.5928497314453,14.620667457580566,62.60338896530122,173.81108342603477,14.883333206176758,62.39897268773317,171.54265711178826,14.21733283996582,62.40654515848456,173.39100637817197,14.857999801635742,2218800,121465900,71466000
2015-01-05,62.754859924316406,169.4759063720703,14.005999565124512,62.7775715808074,171.70230987578518,14.433333396911621,62.61101173172954,169.16505342016106,13.810667037963867,62.64129586575351,171.5342815996109,14.303333282470703,5820100,169632600,80527500
2015-01-06,62.93649673461914,167.8795623779297,14.085332870483398,63.125768053078225,170.31600361702206,14.279999732971191,62.860789362455954,167.07300897438387,13.61400032043457,62.860789362455954,169.7867025453285,14.003999710083008,3887600,209151400,93928500
2015-01-07,62.97437286376953,169.97158813476562,14.063332557678223,63.050080259441636,170.31605442130996,14.3186674118042,62.8759538270062,168.77017382476237,13.985333442687988,62.94408875027988,169.2238514360209,14.223333358764648,2433400,125346700,44526000
2015-01-08,62.876007080078125,172.98770141601562,14.041333198547363,62.92143040073203,173.2061496580481,14.25333309173584,62.81543880180029,171.38301703808534,14.000666618347168,62.92143040073203,171.39981088767823,14.187333106994629,1873400,147217800,51637500
2015-01-09,62.98196029663086,171.6014862060547,13.77733325958252,63.057667710286175,173.42461918453904,13.998666763305664,62.83811216741197,170.97976751607868,13.663999557495117,62.845684641609125,173.40781251190862,13.928000450134277,1646100,158567300,70024500
2015-01-12,63.065250396728516,170.2572479248047,13.480667114257812,63.087962046892294,171.89555891315098,13.631333351135254,62.98953719470744,169.64393893239904,13.283332824707031,63.02739379571798,171.73592755984657,13.536666870117188,4397900,144396100,89254500
2015-01-13,63.125755310058594,169.7783660888672,13.616666793823242,63.193895974521666,172.6348853051518,13.840666770935059,63.0121971627886,168.4593178117583,13.394000053405762,63.07275958263224,171.49227505469077,13.554667472839355,2223400,214553300,67159500
2015-01-14,63.269622802734375,168.75340270996094,12.845999717712402,63.383186761054944,168.95504436841682,13.013333320617676,63.25448363713963,166.82945489534583,12.333333015441895,63.32261854647026,167.73681030905232,12.388667106628418,2481200,192991100,173278500
2015-01-15,63.549781799316406,167.20750427246094,12.791333198547363,63.56492097332912,169.71955730309216,13.050000190734863,63.254518809166676,167.08988318895047,12.666666984558105,63.254518809166676,169.4003074019847,12.965999603271484,4214500,176613900,78247500
2015-01-16,63.36052322387695,169.4003143310547,12.871333122253418,63.48165396889819,169.55994569800623,12.965999603271484,63.27724330962793,166.81263756824288,12.643333435058594,63.451369838616074,166.99747253842494,12.713333129882812,3631300,211879600,54048000
2015-01-20,63.29237365722656,169.7615966796875,12.795332908630371,63.46650593802994,170.316101662603,12.941332817077637,63.269662006710135,168.17370537023962,12.469332695007324,63.36808108431682,170.04724610007227,12.924667358398438,3029500,130991100,67548000
2015-01-21,63.17121887207031,170.6185302734375,13.104666709899902,63.44377012668667,171.1058212872163,13.245332717895508,63.163646399413125,168.82060065281627,12.633999824523926,63.436197654029485,169.29108499170977,12.636667251586914,2473900,122942700,62295000
2015-01-22,63.186405181884766,173.15579223632812,13.441332817077637,63.315108432555604,173.29020717036573,13.549332618713379,63.11827020545027,169.98840719411498,13.013333320617676,63.315108432555604,171.38306629511172,13.133333206176758,2157400,174356000,61753500
2015-01-23,63.39077377319336,172.20643615722656,13.419333457946777,63.42105211132843,173.15581466408364,13.566666603088379,63.2999214304756,172.0720083860412,13.222000122070312,63.322633072128994,172.8953560500103,13.352666854858398,6255000,117516800,51579000
2015-01-26,63.31503677368164,172.6097412109375,13.770000457763672,63.40588908221108,172.70215871966403,13.907999992370605,63.27718597720421,171.26550168915404,13.403332710266113,63.39074991884051,171.98803507926854,13.45533275604248,7810500,92009700,48517500
2015-01-27,63.352943420410156,170.3328857421875,13.732000350952148,63.51193075392372,171.49228994750163,13.868666648864746,63.31508681790887,169.49273145035025,13.553333282470703,63.48921910286558,170.52611763978365,13.628000259399414,1154100,134044600,41715000
2015-01-28,63.58004379272461,168.14846801757812,13.291333198547363,63.66331788496794,171.635102963637,13.758000373840332,63.307492546515704,167.95523613312614,13.227999687194824,63.32263171525884,171.53428855779006,13.740667343139648,1394600,168514300,47244000
